Channel,Rank,Bank,Row,Col,Count,Cycle,CMD
0,1,5,32709,31,2,1510:,RD
0,1,5,32709,31,3,1588:,RD
0,1,5,32709,31,4,2724:,RD
0,1,5,32709,31,5,3172:,RD
0,1,5,32709,32,1,1534:,RD
0,1,5,32709,32,2,2206:,RD
0,1,5,32709,32,3,2579:,RD
0,1,5,32709,32,4,2950:,RD
0,1,5,32709,32,5,690:,RD
0,1,5,32709,33,1,2186:,RD
0,1,5,32709,33,2,2323:,RD
0,1,5,32709,33,3,2359:,RD
0,1,5,32709,33,4,2648:,RD
0,1,5,32709,33,5,3125:,RD
0,1,5,32709,33,6,3345:,RD
0,1,5,32709,33,7,3353:,RD
0,1,5,32709,33,8,434:,RD
0,1,5,32709,33,9,735:,RD
0,1,5,32709,34,1,1128:,RD
0,1,5,32709,34,2,1739:,RD
0,1,5,32709,34,3,1898:,RD
0,1,5,32709,34,4,2728:,RD
0,1,5,32709,34,5,2756:,RD
0,1,5,32709,34,6,2993:,RD
0,1,5,32709,34,7,3377:,RD
0,1,5,32709,34,8,3544:,RD
0,1,5,32709,35,1,1546:,RD
0,1,5,32709,37,1,1632:,RD
0,1,5,32709,37,2,2363:,RD
0,1,5,32709,38,1,2595:,RD
0,1,5,32709,40,1,2934:,RD
0,1,5,32709,41,1,3361:,RD
0,1,5,32709,42,1,1236:,RD
0,1,5,32709,44,1,3572:,RD
0,1,5,32709,45,1,3077:,RD
0,1,5,32709,46,1,2680:,RD
0,1,5,32709,48,1,1089:,RD
0,1,5,32709,48,2,1514:,RD
0,1,5,32709,50,1,1592:,RD
0,1,5,32709,52,1,3129:,RD
0,1,5,32709,54,1,1538:,RD
0,1,5,32709,54,2,2234:,RD
0,1,5,32709,55,1,2543:,RD
0,1,5,32709,55,2,480:,RD
0,1,5,32709,56,1,2954:,RD
0,1,5,32709,58,1,2190:,RD
0,1,5,32709,58,2,2607:,RD
0,1,5,32709,58,3,2676:,RD
0,1,5,32709,59,1,3176:,RD
0,1,5,32709,59,2,3357:,RD
0,1,5,32709,61,1,2331:,RD
0,1,5,32709,62,1,2343:,RD
0,1,5,32709,62,2,438:,RD
0,1,5,32709,63,1,3085:,RD
0,1,5,32709,64,1,1743:,RD
0,1,5,32709,64,2,2736:,RD
0,1,5,32709,66,1,1240:,RD
0,1,5,32709,66,2,1551:,RD
0,1,5,32709,66,3,2636:,RD
0,1,5,32709,66,4,2938:,RD
0,1,5,32709,66,5,2942:,RD
0,1,5,32709,66,6,3089:,RD
0,1,5,32709,67,1,1244:,RD
0,1,5,32709,68,1,3576:,RD
0,1,5,32709,68,2,484:,RD
0,1,5,32709,69,1,1132:,RD
0,1,5,32709,70,1,2194:,RD
0,1,5,32709,70,2,2238:,RD
0,1,5,32709,70,3,2242:,RD
0,1,5,32709,70,4,472:,RD
0,1,5,32709,70,5,476:,RD
0,1,5,32709,71,1,1518:,RD
0,1,5,32709,71,2,1522:,RD
0,1,5,32709,71,3,1542:,RD
0,1,5,32709,71,4,1636:,RD
0,1,5,32709,72,1,1093:,RD
0,1,5,32709,72,2,1124:,RD
0,1,5,32709,74,1,2547:,RD
0,1,5,32709,74,2,2551:,RD
0,1,5,32709,74,3,3133:,RD
0,1,5,32709,74,4,3163:,RD
0,1,5,32709,75,1,2347:,RD
0,1,5,32709,75,2,2351:,RD
0,1,5,32709,75,3,2684:,RD
0,1,5,32709,75,4,2688:,RD
0,1,5,32709,75,5,3180:,RD
0,1,5,32709,75,6,3184:,RD
0,1,5,32709,76,1,2958:,RD
0,1,5,32709,76,2,2997:,RD
0,1,5,32709,85,1,1596:,RD
0,1,5,32709,85,2,1600:,RD
0,1,5,32709,87,1,2335:,RD
0,1,5,32709,87,2,2339:,RD
0,1,5,32709,87,3,2599:,RD
0,1,5,32709,87,4,2603:,RD
0,1,5,32709,92,1,1930:,RD
0,1,5,32709,102,1,2740:,RD
0,1,5,32709,102,2,2744:,RD
0,1,5,32709,102,3,3552:,RD
0,1,5,32709,102,4,3560:,RD
0,1,5,32709,103,1,2391:,RD
0,1,5,32709,103,2,2531:,RD
0,1,5,32709,106,1,3081:,RD
0,1,5,32709,121,1,1813:,RD
0,1,5,32709,121,2,1894:,RD
0,1,6,32707,107,1,2535:,RD
0,1,6,32707,107,2,2575:,RD
0,1,6,32707,107,3,38:,RD
0,1,6,32707,107,4,727:,RD
0,1,6,32709,2,1,1220:,RD
0,1,6,32709,2,2,1435:,RD
0,1,6,32709,2,3,1890:,RD
0,1,6,32709,2,4,2327:,RD
0,1,6,32709,2,5,2652:,RD
0,1,6,32709,2,6,2696:,RD
0,1,6,32709,2,7,2704:,RD
0,1,6,32709,2,8,2760:,RD
0,1,6,32709,2,9,2970:,RD
0,1,6,32709,2,10,426:,RD
0,1,6,32709,2,11,694:,RD
0,1,6,32709,2,12,976:,RD
0,1,6,32709,2,13,980:,RD
0,1,6,32709,2,14,984:,RD
0,1,6,32709,3,1,1017:,RD
0,1,6,32709,3,2,1264:,RD
0,1,6,32709,3,3,2383:,RD
0,1,6,32709,3,4,2804:,RD
0,1,6,32709,3,5,2861:,RD
0,1,6,32709,3,6,3137:,RD
0,1,6,32709,3,7,808:,RD
0,1,6,32709,4,1,1180:,RD
0,1,6,32709,4,2,1756:,RD
0,1,6,32709,4,3,1926:,RD
0,1,6,32709,4,4,1962:,RD
0,1,6,32709,4,5,2170:,RD
0,1,6,32709,4,6,2218:,RD
0,1,6,32709,4,7,2371:,RD
0,1,6,32709,4,8,2615:,RD
0,1,6,32709,4,9,2692:,RD
0,1,6,32709,4,10,2812:,RD
0,1,6,32709,4,11,2962:,RD
0,1,6,32709,4,12,390:,RD
0,1,6,32709,4,13,512:,RD
0,1,6,32709,28,1,2379:,RD
0,1,6,32709,28,2,2611:,RD
0,1,6,32709,28,3,2700:,RD
0,1,6,32709,28,4,2966:,RD
0,1,6,32709,28,5,2976:,RD
0,1,6,32709,28,6,3049:,RD
0,1,6,32709,28,7,468:,RD
0,1,6,32709,29,1,1055:,RD
0,1,6,32709,29,2,1059:,RD
0,1,6,32709,29,3,2222:,RD
0,1,6,32709,29,4,964:,RD
0,1,6,32709,30,1,1482:,RD
0,1,6,32709,30,2,2857:,RD
0,1,6,32709,30,3,2925:,RD
0,1,6,32709,31,1,1809:,RD
0,1,6,32709,31,2,1886:,RD
0,1,6,32709,31,3,2226:,RD
0,1,6,32709,31,4,2367:,RD
0,1,6,32709,31,5,2387:,RD
0,1,6,32709,31,6,2808:,RD
0,1,6,32709,32,1,1216:,RD
0,1,6,32709,32,2,1427:,RD
0,1,6,32709,32,3,1431:,RD
0,1,6,32709,32,4,2210:,RD
0,1,6,32709,32,5,2214:,RD
0,1,7,32709,81,1,2178:,RD
0,1,7,32709,82,1,2174:,RD
0,1,7,32709,82,2,2375:,RD
0,1,7,32709,82,3,2555:,RD
0,1,7,32751,119,1,2764:,RD
0,1,7,32751,120,1,2772:,RD
0,1,7,32751,124,1,2055:,RD
0,1,7,32751,124,2,206:,RD
0,1,7,32751,124,3,255:,RD
0,1,7,32751,124,4,520:,RD
0,1,7,32751,125,1,168:,RD
0,1,7,32751,126,1,110:,RD
0,1,7,32751,126,2,122:,RD
0,1,7,32751,126,3,126:,RD
0,1,7,32751,126,4,131:,RD
0,1,7,32751,126,5,135:,RD
0,1,7,32751,126,6,164:,RD
0,1,7,32751,126,7,172:,RD
0,1,7,32751,126,8,176:,RD
0,1,7,32751,126,9,214:,RD
0,1,7,32751,126,10,218:,RD
0,1,7,32767,122,1,1307:,WR
0,1,7,32767,122,2,1315:,WR
0,1,7,32767,122,3,1319:,WR
0,1,7,32767,122,4,1323:,WR
0,1,7,32767,122,5,1327:,WR
0,1,7,32767,122,6,1331:,WR
0,1,7,32767,122,7,1335:,WR
0,1,7,32767,122,8,1339:,WR
0,1,7,32767,122,9,1348:,WR
0,1,7,32767,122,10,1352:,WR
0,1,7,32767,122,11,1356:,WR
0,1,7,32767,122,12,2416:,WR
0,1,7,32767,122,13,2465:,WR
0,1,7,32767,122,14,580:,WR
0,1,7,32767,122,15,588:,WR
0,1,7,32767,122,16,592:,WR
0,1,7,32767,122,17,835:,WR
0,1,7,32767,122,18,839:,WR
0,1,7,32767,122,19,843:,WR
0,1,7,32767,122,20,847:,WR
0,1,7,32767,122,21,851:,WR
0,1,7,32767,122,22,855:,WR
0,1,7,32767,122,23,859:,WR
0,1,7,32767,122,24,863:,WR
0,1,7,32767,122,25,867:,WR
0,1,7,32767,122,26,871:,WR
0,1,7,32767,122,27,875:,WR
0,1,7,32767,122,28,879:,WR
0,1,7,32767,122,29,883:,WR
0,1,7,32767,122,30,887:,WR
0,1,7,32767,122,31,891:,WR
0,1,7,32767,122,32,895:,WR
0,1,7,32767,122,33,899:,WR
0,1,7,32767,122,34,903:,WR
0,1,7,32767,122,35,907:,WR
0,1,7,32767,123,1,12:,WR
0,1,7,32767,123,2,1343:,WR
0,1,7,32767,123,3,2489:,WR
0,1,7,32767,123,4,2493:,WR
0,1,7,32767,123,5,548:,WR
0,1,7,32767,123,6,552:,WR
0,1,7,32767,123,7,556:,WR
0,1,7,32767,123,8,560:,WR
0,1,7,32767,123,9,564:,WR
0,1,7,32767,123,10,568:,WR
0,1,7,32767,123,11,572:,WR
0,1,7,32767,123,12,576:,WR
0,1,7,32767,123,13,584:,WR
0,1,7,32767,123,14,596:,WR
0,1,7,32767,123,15,600:,WR
0,1,7,32767,123,16,604:,WR
0,1,7,32767,123,17,608:,WR
0,1,7,32767,123,18,616:,WR
0,1,7,32767,123,19,620:,WR
0,1,7,32767,123,20,624:,WR
0,1,7,32767,123,21,628:,WR
0,1,7,32767,123,22,714:,RD
0,1,7,32767,123,23,827:,WR
0,1,7,32767,123,24,831:,WR
0,1,7,32767,124,1,612:,WR
0,1,7,32767,125,1,1555:,RD
0,1,7,32767,125,2,1563:,RD
0,1,7,32767,125,3,1608:,RD
0,1,7,32767,125,4,1624:,RD
0,1,7,32767,125,5,1702:,RD
0,1,7,32767,126,1,1559:,RD
0,1,7,32767,126,2,1567:,RD
0,1,7,32767,126,3,1571:,RD
0,1,7,32767,126,4,1576:,RD
0,1,7,32767,126,5,1604:,RD
0,1,7,32767,126,6,1612:,RD
0,1,7,32767,126,7,1616:,RD
0,1,7,32767,126,8,1620:,RD
0,1,7,32767,126,9,1652:,RD
0,1,7,32767,126,10,1656:,RD
0,1,7,32767,126,11,1660:,RD
0,1,7,32767,126,12,1664:,RD
0,1,7,32767,126,13,1669:,RD
0,1,7,32767,126,14,1673:,RD
0,1,7,32767,126,15,1710:,RD
0,1,7,32767,126,16,1718:,RD
0,1,7,32767,126,17,1722:,RD
0,1,7,32767,126,18,1752:,RD
0,1,7,32767,126,19,1761:,RD
0,1,7,32767,126,20,1765:,RD
0,1,7,32767,126,21,1769:,RD
0,1,7,32767,126,22,1801:,RD
0,1,7,32767,126,23,1805:,RD
0,1,7,32767,126,24,1817:,RD
0,1,7,32767,126,25,1821:,RD
0,1,7,32767,126,26,1825:,RD
0,1,7,32767,126,27,1870:,RD
0,1,7,32767,126,28,1902:,RD
0,1,7,32767,126,29,1906:,RD
0,1,7,32767,126,30,1910:,RD
0,1,7,32767,126,31,1938:,RD
0,1,7,32767,126,32,1942:,RD
0,1,7,32767,126,33,1946:,RD
